_id,ltable_id,rtable_id,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_block,rtable_Unnamed: 0,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_tCount,rtable_cCount,rtable_block
2664057,6257,1408,light red meranti,Shorea,Dipterocarpaceae,Terrestrial,"Indonesia (Kalimantan); Malaysia (Sabah, Sarawak); ","
    Threatened by rates of exploitation. It is the major source of light red meranti timber for north-east Borneo.

    
  ",['\n    Subpopulations are found in some forest reserves.\n\n    \n  '],,"
    Critically Endangered


    A1cd

    ",2,yes,1408,Shorea almon,philippine mahogany ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: 70 m (2)Trunk diameter: 1.6 m (2),The Philippine mahogany has become depleted due to logging and <strong>slash-and-burn</strong> farming (2).  The moderately hard and comparatively light timber is in great demand for plywood (2) (3) and is also used for furniture boat decking and for many other purposes (2).,Despite being Critically Endangered it is not clear whether any conservation measures exist for this species. , , ,0,0.0,yes
1737660,7500,918,schmidt's robber frog,Eleutherodactylus,Eleutherodactylidae,Terrestrial; Freshwater,Dominican Republic; Haiti; ,"
    In the Cordillera Central, habitat destruction is taking place as a result of agricultural development (including livestock farming), and disturbance from ecotourism. However, chytridiomycosis is a possible reason for its decline within suitable habitats.

    
  ","['\n    The range of the species includes several protected areas, but there is very little management of these areas for conservation, and the habitat continues to be destroyed. Improved management of these, and maintenance of other remaining habitat, is essential. Research is also needed to determine whether or not chytrid is implicated in the decline of the species.\n\n    \n  ']",Decreasing,"
    Critically Endangered

      (Possibly Extinct)

    A2ace

    ",2,yes,918,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,0,1.0,yes
508026,5270,268,deccan barb,Puntius,Cyprinidae,Freshwater,India (Maharashtra); ,"
    The upper lake is affected by domestic waste and detergents, and organic pollution. The lower lake is inside a snake park, but the run-off from the upper lake may have some impact on the lower lake.

    
  ",['\n    There is a need to determine the taxonomic validity of the species as well as its distribution and population status.\n\n    \n  '],Unknown,"
    Critically Endangered

      (Possibly Extinct)

    B2ab(iii); D

    ",1,yes,268,Puntius denisonii,denison barb ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Puntius ,Maximum length: 15 cm (2),One of India‚??s most celebrated ornamental fishes the Denison barb has suffered huge declines as a result of its popularity. In the absence of catch limits the single most significant threat to this species is unsustainable collection for the pet trade. It has declined at an alarming rate of around 70 percent since 2004 and is now reduced to highly fragmented relict populations (1) (3) (4) (8).,A conservation priority for the recovery of the Denison barb is to reduce the number of fish caught in fisheries as at present this is likely unsustainable. The Government of Kerala has introduced regulations for catch limits and restrictions on the use of fishing gear while plans have been developed for designated no-take zones and specific Denison barb sanctuaries. The listing of the species on India‚??s National Wildlife Protection Act should also ensure that trade is carefully regulated (7). ,fishing;pet; , ,2,0.0,yes
1094610,7224,578,marohita mouse lemur,Microcebus,Cheirogaleidae,Terrestrial,Madagascar; ,"
    This species is threatened by habitat loss and degradation from unsustainable agricultural practices and logging.

    
  ",['\n    Field studies and additional regional surveys are urgently needed to determine at least the geographic range and population status of this newly-described species so that appropriate conservation measures can be implemented.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(i,iii)

    ",1,yes,578,Microcebus berthae,madame berthes mouse lemur ,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus ,30 g (3),Like many Madagascan species Madame Berthe‚??s mouse lemur is threatened by habitat loss due to illegal logging and <strong>slash-and-burn</strong> agriculture (1). With its highly restricted range and a global population estimated to be no more than 8000 mature individuals this species faces an uncertain future (3).,While there are no known conservation measures specifically directed towards Madame Berthe‚??s mouse lemur a 1000 square kilometre Central Menabe Conservation Site has been proposed which will encompass this species‚?? entire range. Furthermore the Kirindy Forest where this species is particularly abundant will be classified as a strict conservation zone providing the highest levels of protection from habitat exploitation and hopefully halting this remarkable species‚?? decline (1). ,loss; , ,1,0.0,yes
1253136,5483,662,bithynian spined loach,Cobitis,Cobitidae,Freshwater,Turkey (Turkey-in-Asia); ,"
    Exploitation of rivers for hydropowers as well as pollution are the major threats for freshwater fishes in the area.

    
  ","['\n', <p><span class=""st""><span lang=""EN-GB"">There is no conservation action in place for this species. This loach is known from one river only and seems to be not more widespread (C. Â’_zeren, pers. comm). Conservation measures are strongly recommended to protect this unique species.</span></span></p>, '\n']",Decreasing,"
    Critically Endangered


    B1ab(iii,v)

    ",1,yes,662,Cobitis calderoni,northern iberian spinedloach ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis ,Length: up to 8.2 cm (2),The Northern Iberian spined-loach has declined in abundance and range in recent decades and has now disappeared from parts of the Duero and Ebro rivers with remaining populations also becoming more fragmented. The main threats to the species include gravel and water extraction water pollution dam construction the destruction of <strong>spawning</strong> areas and the introduction of exotic fish such as pike (<em>Esox lucius</em>) which may act as predators competitors or vectors of disease (1) (2) (3) (6) (7).,The Northern Iberian spined-loach is listed as Vulnerable in the Spanish Red Book (3) and as Endangered in the Portuguese Red Book (7). It is also listed on Annex III of the Convention on the Conservation of European Wildlife and Natural Habitats (Bern Convention) (11). ,disease;pet;pollution; , ,3,0.0,yes
1095107,675,579,endo's pipistrelle,Pipistrellus,Vespertilionidae,Terrestrial,Japan; ,"
    Destruction of primary lowland forest, upon which the species depends for roosting in tree hollows, has been responsible for declines seen in populations at lower elevations (and ongoing). They are not adaptable, and do not use buildings or other man-made structures to roost in.

    
  ",['\n    It is present in protected areas. They are a\n\n    \n  '],Decreasing,"
    Endangered


    B2ab(iii)

    ",1,yes,579,Pipistrellus maderensis,madeira pipistrelle ,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus ,2.9 - 5.7 g (2),Although the Madeira pipistrelle is seemingly well adapted to man-made or human influenced habitats (1) the loss or degradation of its natural habitat is likely to pose a threat to its survival (1) (2) (9). Agricultural pesticide use also presents an additional risk as the toxic chemicals used in farming can contaminate the prey on which these bats feed (1) (2).,The Madeira pipistrelle is protected through the Bern Convention (11) and by its listing on Annex IV of the EU Habitats and Species Directive which means that protective measures must be taken to ensure its conservation (12). It is also protected under the Agreement on the Conservation of Populations of European Bats (EUROBATS) which aims to protect all 52 species of bats in Europe through legislation education conservation measures and international co-operation (13).† ,loss; ,protected; ,1,1.0,yes
2665002,1819,1409,dark red meranti,Shorea,Dipterocarpaceae,Terrestrial,"Brunei Darussalam; Indonesia (Kalimantan); Malaysia (Sabah, Sarawak); ",,['\n    Some subpopulations are known to occur in forest reserves.\n\n    \n  '],,"
    Endangered


    A1cd

    ",3,yes,1409,Shorea almon,philippine mahogany ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: 70 m (2)Trunk diameter: 1.6 m (2),The Philippine mahogany has become depleted due to logging and <strong>slash-and-burn</strong> farming (2).  The moderately hard and comparatively light timber is in great demand for plywood (2) (3) and is also used for furniture boat decking and for many other purposes (2).,Despite being Critically Endangered it is not clear whether any conservation measures exist for this species. , , ,0,0.0,yes
1407132,698,744,terre-de-haut racer,Alsophis,Dipsadidae,Terrestrial,Guadeloupe; ,"
    This species is threatened by habitat loss due to urban development, particularly for the tourist industry. Its extremely small range and lack of migrational options means that the species is also susceptible to future climate change, specifically sea level rise, however the effects of climate change on species persistence are still very uncertain.

    
  ","['\n    This species currently has no conservation measures in place for it. Further research into the threats, trends, habitat status and abundance is suggested. The establishment and management of new protected areas could provide a safeguard for this species from habitat loss.\n\n    \n  ']",Unknown,"
    Endangered


    B1ab(iii)

    ",1,yes,744,Alsophis rufiventris,redbellied racer ,Animalia,Chordata,Reptilia,Squamata,Colubridae,Alsophis ,Maximum snout-vent length: 92 cm (2),The red-bellied racer now occupies only 11 percent of its original range (5) largely due to the deliberate introduction of the mongoose (<em>Herpestes auropunctatus</em>) to control rat populations in the 19th century. The two islands where the racer persists are mongoose-free but additional threats include other introduced animals such as cats dogs and rats (9) as well as negative local attitudes towards the snake (4).,Fortunately there are some systems in place to conserve the red-bellied racer. For example on St Eustatius the Quill-Boven National Park is a protected area which provides suitable habitat for red-bellied racers with plenty of rocky terrain (4) (11). , ,protected; ,0,1.0,yes
542932,661,287,decary's leaf chameleon,Brookesia,Chamaeleonidae,Terrestrial,Madagascar; ,"
    The major threats to the species include bush fires, cattle grazing, and deforestation for charcoal collection (Ramanamanjato and Rabibisoa 2002). Fire is widespread within the park boundary (R. Jenkins pers. comm. June 2011).

    
  ","['\n', <p>This species is protected under Malagasy law but collection from the wild is permitted with authorization.Ã_Â_Collection from within Parc National d'Ankarafantsika is prohibited. The species' distribution within Ankarafantsika is uncertain, and more information is needed to establish this species' extent of occurrence, area of occupancy and population status. The reserve itself should be managed to limit the encroachment of human activities that may threaten this chameleon.<br/></p>, '\n']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,yes,287,Brookesia exarmata,dwarf chameleon ,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia ,0.5 g (2),There are few threats to the dwarf chameleon. There is very low commercial demand for this tiny chameleon and currently no legal export quota for this species exists<em>. </em>However the continued degradation of the dry forest in and around Tsingy de Bemaraha National Park is cause for concern because even small changes to forest structure might have a negative impact on this species (5).,The dwarf chameleon occurs in the Tsingy de Bemaraha National Park and probably also the Bemaraha Strict Nature Reserve (6) (7). Protected areas provide this species with some protection but do not completely eliminate the threats of illegal harvesting and habitat degradation as a result of fires cattle damage and timber exploitation (5) (7).†The dwarf chameleon is also listed on Appendix II of the Convention on International Trade in Endangered Species (CITES) meaning that trade in this species should be carefully controlled in order to be compatible with their survival (1).† , ,cites;protected; ,0,2.0,yes
892708,510,472,splendid partulina,Partulina,Achatinellidae,,United States (Hawaiian Is.); ,,,,"
    Endangered


    A1ce, B1+2abcde, C1+2a

    ",1,yes,472,Partulina physa,hawaiian tree snail ,Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinellidae,Partulina ,,As a result of human disturbances the Hawaiian Islands have seen devastating extinction rates and today over half of the described tree snails are thought to be extinct (7). Having suffered from habitat loss the Hawaiian tree snail is now restricted to just a single location with a population of less than 1000 individuals (5). This species first came under threat when the first settlers on the Hawaiian Islands began logging the lowland forests replacing natural habitats with agricultural lands and cattle ranches. These destructive activities were compounded by the introduction of non-native predators such as rats and the predatory snail <em>Euglandina rosea</em> and alien plant species which overgrow native plant seedlings limiting natural forest regeneration (2). As a result the Hawaiian tree snail listed as a Species of Concern by the United States Fisheries and Wildlife Service is under severe threat of extinction (8). The survival of this species is also hindered by its slow reproduction rate and the degradation of its habitat by feral pigs and goats (5) (6). †,Like many other Hawaiian snail species the restricted geographic range and small population size of the Hawaiian tree snail makes it vulnerable to habitat degradation and consequently its survival may be dependant upon conservation measures (6). Fortunately for this species efforts are underway to protect its fragile habitat. In 2003 the Ponoholo Ranch which encompasses the Hawaiian tree snail‚??s habitat entered the Kohala Watershed Partnership which resulted in fencing being built along three sides of the ranch to exclude wild cattle while plans were made to cull wild pigs and remove invasive weeds. The Nature Conservancy has also agreed a 15-year management plan with the ranch with the development of a management plan for the Hawaiian tree snail a key priority (4). This vulnerable species is also benefiting from a captive breeding facility coordinated by the University of Hawaii on Lanai (5). With the successful implementation of these measures and further efforts to remove predators and limit habitat loss there is significant hope that the future of the Endangered Hawaiian tree snail will be secured (1). ,loss; ,captive breeding; ,1,1.0,yes
