_id,ltable_id,rtable_id,ltable_Unnamed,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,ltable_block,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_status,rtable_countries,rtable_country_count,rtable_tCount,rtable_block,label
6186040,4425,781,4425,cordillera talamanca salamander,Bolitoglossa,Plethodontidae,Terrestrial,Costa Rica; ,"
    Habitat loss has been taking place throughout the range, but this probably is not sufficient to explain the levels of decline observed in the species. Declines that have taken place in suitable habitat could be the result of other threats such as climate change or disease (possibly chytridiomycosis, although this normally impacts species that are associated with water).

    
  ","['\n    It is not known from any protected areas, though it might occur in Parque Nacional Chirripo. There is a need for close population monitoring of this species, and research is also necessary to investigate the reasons for the decline of this species in suitable habitat.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii,v)

    ",1,Bolitoglossa sooyorum,yes,Bolitoglossa salvinii,salvins mushroomtongue salamander ,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa ,Snout-vent length: 51 - 68 mm (2) (3)Tail length: c. 51 mm (2),Salvin‚??s mushroomtongue salamander was once relatively common but has undergone a decline as a result of the loss and fragmentation of its forest habitat mainly due to subsistence agriculture and wood extraction (1) (8). Since lungless salamanders need a damp environment to maintain the moist skin on which oxygen uptake depends (4) any alteration in moisture conditions poses a severe threat. Therefore although it still survives in shaded plantations and sugarcane fields any clearance of these to create more open drier habitats would have a negative impact on this species (1). Similarly climate change may also pose a threat and already appears to be causing dramatic declines in other Central American salamanders (12). Although there is not yet any direct evidence that the fungal disease chytridiomycosis has contributed to these declines its role in the decline of many other amphibian species suggests that it may also be a potential threat (12).,No specific conservation measures are currently known to be in place for Salvin‚??s mushroomtongue salamander but the maintenance of shaded habitats has been identified as being important to its long-term survival (1). The species may potentially occur within the Parque Nacional El Imposible in El Salvador although this is not yet confirmed. It is not currently known from any protected areas in Guatemala but a number of protected areas have been proposed within its range and may benefit the species in the future (1). ,loss;fragmentation;environment;disease; ,protected; ,Critically Endangered,['Bermuda'],1,4,yes,0
2107425,2035,266,2035,,Shorea,Dipterocarpaceae,Terrestrial,Brunei Darussalam; Malaysia (Sarawak); ,"
    This tree is threatened by forest conversion and habitat degradation.

    
  ",,,"
    Endangered


    A1cd

    ",2,Shorea biawak,yes,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,"['Tunisia', 'Algeria', 'Morocco']",3,0,yes,0
8876401,3686,1121,3686,,Ilex,Aquifoliaceae,,China (Hunan); ,,,,"
    Endangered


    A2c

    ",1,Ilex brachyphylla,yes,Ilex cookii,cooks holly ,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Ilex ,Max height: 2-3 m (2),Having last been reviewed on the IUCN Red List in 1998 the conservation status of Cook‚??s holly is in urgent need of updating (1). The construction of communication towers on Cerro de Punta is thought to have destroyed a large part of the original population with further development and construction activities being cited as the main threat to the remaining plants (1) (3). The highly restricted range of Cook‚??s holly also makes it extremely vulnerable to natural disturbances such as landslides and hurricanes (2).,Cook‚??s holly was listed on the US Endangered Species Act in 1987 and a Recovery Plan was drawn up by the US Fish and Wildlife Service in 1991 (1) (2). Several necessary actions were outlined in the plan including: the protection and monitoring of existing populations; the undertaking of research into the species‚?? life history and reproductive biology; and the propagation of seedlings for the enhancement of existing populations and the establishment of new ones (2). However since none of these measures appear to have been implemented thus far (5) an up-to-date evaluation of the condition of the remaining plants seems to be seriously overdue. , ,endangered species act; ,Critically Endangered,[],0,0,yes,0
6479284,4814,818,4814,coldwater darter,Etheostoma,Percidae,Freshwater,United States; ,"
    Several populations have doubtless been eliminated by habitat alterations (Etnier and Starnes 1993). Spring habitats are rapidly being altered through use of chemicals to eliminate native plants and animals so that the springs can be used for ""home water gardens,"" fishing ponds (with introduced fishes), and drinking water sources (Boschung and Mayden 2004). Stream habitats have been degraded by groundwater depletion (loss of spring influence) and massive siltation and pollution associated with urbanization (e.g., Birmingham, Alabama) (Boschung and Mayden 2004). Large concrete structures pose a barrier to dispersal (B. R. Kuhajda pers. comm. 1998), as do impoundments. Warm summer-month temperatures in surrounding spring waters are also thought to preclude dispersal (B. R. Kuhajda pers. comm. 1998). This species is of conservation concern in all three states in which it occurs.

    
  ","['\n    There are no known species-specific conservation measures in place for ', <em>Etheostoma ditrema</em>, ', however, it was previously assessed as Vulnerable (criterion D2) on the 1996 IUCN Red List version 2.3.', <br/>, <br/>, 'Further research is needed to clarify the taxonomic status of this species. Conservation measures need to be taken to protect key recharge sources for springs in which this species occurs, with additional efforts to alleviate pollution and other pressures on this species habitat. Monitoring of the population numbers and habitat status of this species is needed.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(ii,iii,iv,v)

    ",1,Etheostoma ditrema,yes,Etheostoma boschungi,slackwater darter ,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Etheostoma ,Length: c. 4.6 cm (2)Maximum length: 7.8 cm (2),With an extremely restricted range and a dependency upon areas with adjacent breeding and non-breeding sites the slackwater darter is extremely vulnerable to any detrimental changes to its habitat. Unfortunately urbanisation and agricultural activities are increasingly encroaching upon the species‚?? habitat and consequently the species‚?? habitat has dwindled and the population has declined (4). The principle agent behind this decline is the extraction of ground water for agriculture and human consumption causing breeding areas to dry up. Streams have also been dammed to form fish-farm ponds while pollutants seeping into the water table from septic tanks and sewer pipelines continue to degrade this rare species‚?? habitat (4) (5). These threats are compounded by the species‚?? short life span as two consecutive poor breeding seasons could wipe out a substantial portion of the remaining population (4) (6).,The future of the slackwater darter is very much dependant on the careful management of its habitat (4). The conservation objectives for this Endangered species are set out in a detailed recovery plan with the protection of both breeding and non-breeding habitat a key priority (6). Monitoring of water quality and surveys of population trends will also be required if the slackwater darter is to be saved (4). , , ,Critically Endangered,[],0,0,yes,0
2103573,6098,265,6098,,Shorea,Dipterocarpaceae,,Malaysia (Sarawak); ,,['\n    It does occur in a protected reserve.\n\n    \n  '],,"
    Critically Endangered


    D

    ",1,Shorea bakoensis,yes,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,['Seychelles'],1,0,yes,0
6241117,4097,788,4097,whitestriped reed frog,Hyperolius,Hyperoliidae,Terrestrial; Freshwater,"Congo, The Democratic Republic of the; ","
    It is threatened by habitat loss for agricultural activities (crops and heavy livestock grazing, especially on Itombwe Plateau), wood extraction, and the expansion of human settlements. Artisanal mining is ongoing within the species' range. A road within the species range was planned for rehabilitation, which would allow the commercial mining of gold and coltan, and logging to take place (Greenbaum and Kusamba 2012).

    
  ","['\n', <span style="""">Itombwe Natural Reserve was established in October 2006 (Greenbaum and Kusamba 2012) and the Tumungu records may be within that Reserve (Greenbaum pers. comm. July 2014). However, this does not afford sufficient protection to the species and improved protection of the habitat within the Reserve is required. Further research is required to better understand the species' population trends and status, its life history and ecology, and how present threats affect it.<br/></span>, '\n']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Hyperolius leucotaenius,yes,Hyperolius thomensis,sao tome giant treefrog ,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius ,Male length: 27 - 41 mm (2)Female length: 36 - 49 mm (2),Forest clearance began on S√£o Tom√© in the late 15th century when early colonisers made space for the cultivation of sugar cane. In the 1800s the rate of deforestation accelerated dramatically first with the production of coffee and later with cocoa. At one stage in the early 20th century S√£o Tom√© was the world‚??s largest producer of cocoa with an estimated 42 percent of the island being devoted to its production. The crash in the price of cocoa and the island‚??s conversion to independence in 1975 significantly slowed down the rate of forest clearance but not before almost all the island‚??s lowland <strong>primary forest</strong> had been destroyed (9).,There are no known specific conservation measures in place for the S√£o Tom√© giant treefrog but this species does occur in the protected Obo National Park (1).† ,loss;pet; ,protected; ,Critically Endangered,['Madagascar'],1,2,yes,0
7281389,7504,919,7504,,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Haiti; ,"
    Severe habitat destruction is taking place primarily due to logging (charcoal collection) by local people and slash-and-burn agriculture.

    
  ","['\n    This species is known only from the Parc National Macaya, but there is no management of this area for conservation, and the habitat continues to be destroyed. Urgent site-based action is required in the Massif de la Hotte to conserve the remaining habitat in the area. Survey work is also necessary to determine the current population status of this species.\n\n    \n  ']",Unknown,"
    Critically Endangered


    A3c; B1ab(iii)+2ab(iii)

    ",1,Eleutherodactylus thorectes,yes,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Dominican Republic', 'Haiti']",2,0,yes,0
4410417,1762,557,1762,white meranti,Shorea,Dipterocarpaceae,Terrestrial,Malaysia (Peninsular Malaysia); ,"
    The tree is slow-growing and cannot withstand logging because the reproductive cycle exceeds cutting cycles.

    
  ",,,"
    Endangered


    A1c

    ",1,Shorea bentongensis,yes,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,Endangered,['India'],1,0,yes,0
7270134,4164,918,4164,"cricket coqui, cricket robber frog, green coqui",Eleutherodactylus,Eleutherodactylidae,Terrestrial,Puerto Rico; ,"
    In the past, extensive deforestation took place over much of Puerto Rico due to agricultural expansion and wood-cutting; current disturbances include tourism and infrastructure development for tourism and radio communication facilities. As a high-altitude species, it might also be susceptible to climate change and/or chytridiomycosis. Rats and mongooses have also been suggested as potential threats (as invasive predators), although literature on this subject is equivocal (Hedges, 1993, and Thurley and Bell, 1994, support the notion that these introduced species comprise threats to amphibian species, while Reagan and Waide, 1996, suggest that rats are lesser predators of Eleutherodactylus coqui), and there is currently no consensus regarding the impact that these species may or may not have on amphibian declines in Puerto Rico. Future research efforts directed at investigating the impact of these invasive species on amphibian populations may help to elucidate their relative contribution to amphibian declines.

    
  ","['\n    It occurs in a few protected areas, which are well managed. The species requires careful population monitoring, particularly in light of the potential threats posed by climate change and/or chytridiomycosis. In addition, further research may help elucidate the relative impact of introduced species (rats and mongoooses) on local populations.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(v)

    ",1,Eleutherodactylus gryllus,yes,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Somalia', 'Kenya']",2,0,yes,0
4414903,6248,557,6248,yellow meranti,Shorea,Dipterocarpaceae,Terrestrial,Indonesia (Sumatera); Malaysia; Philippines; ,,,,"
    Critically Endangered


    A1cd

    ",3,Shorea hopeifolia,yes,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,Endangered,['India'],1,0,yes,0
2107153,1763,266,1763,,Shorea,Dipterocarpaceae,,Malaysia (Peninsular Malaysia); ,,,,"
    Endangered


    A1cd+2cd

    ",1,Shorea ciliata,yes,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,"['Tunisia', 'Algeria', 'Morocco']",3,0,yes,0
5244294,4564,662,4564,orontes spined loach,Cobitis,Cobitidae,Freshwater,Lebanon; Syrian Arab Republic; Turkey; ,"
    Water pollution, especially in Syria, and massive water abstraction are the major threats to this species. In combination with climate change induced less rainfall, this leads to¬†extremely¬†degraded habitats and restricts the species to few sites.

    
  ","['\n    None known to be in place. Generally the situation of freshwater biodiversity in the Asi basin is critical, especially as a growing population has to cope with less and less water due to climate change. Conservation planning seems to be only possible in Turkey due to political reasons in Syria. There large spring areas should be protected and water resources should be managed also for biodiversity.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)

    ",3,Cobitis levantina,yes,Cobitis calderoni,northern iberian spinedloach ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis ,Length: up to 8.2 cm (2),The Northern Iberian spined-loach has declined in abundance and range in recent decades and has now disappeared from parts of the Duero and Ebro rivers with remaining populations also becoming more fragmented. The main threats to the species include gravel and water extraction water pollution dam construction the destruction of <strong>spawning</strong> areas and the introduction of exotic fish such as pike (<em>Esox lucius</em>) which may act as predators competitors or vectors of disease (1) (2) (3) (6) (7).,The Northern Iberian spined-loach is listed as Vulnerable in the Spanish Red Book (3) and as Endangered in the Portuguese Red Book (7). It is also listed on Annex III of the Convention on the Conservation of European Wildlife and Natural Habitats (Bern Convention) (11). ,disease;pet;pollution; , ,Endangered,['Mexico'],1,3,yes,0
6657509,994,841,994,spanish toothcarp,Aphanius,Cyprinodontidae,Freshwater,Spain; ,"
    Habitat destruction, drought, water pollution and introduction of exotic fish species.

    
  ",['\n    It is listed in the Annex II of the European Union Habitat Directive and in the Appendix II and III of the Bern Convention.\n\n    \n  '],Decreasing,"
    Endangered


    A2ce

    ",1,Aphanius iberus,yes,Aphanius iberus,spanish toothcarp ,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aphanius ,Male total length: 4.5 cm (2)Female total length: 6 cm (2),Populations of the Spanish toothcarp are estimated to have declined by at least 50 percent in the past ten years and with numbers continuing to decrease its threatened status shows no signs of improving (1). This population decline is due in part to competition with the mosquitofish (<em>Gambusia holbrooki</em>) (2); introduced by man to the region as a method of† controlling mosquito numbers this fish is one of the most invasive fish species worldwide (5). As a result the Spanish toothcarp is now restricted to bodies of water where the mosquitofish is absent (1).,The Spanish toothcarp has been the focus of a number of conservation actions.† A project in Catalonia running from 1996 until 2000 worked to conserve the toothcarp and other species and a captive breeding program resulted in 20000 Spanish toothcarps being released back into the wild (6). In Murcia conservation efforts have included the elimination of the invasive fish species habitat management and restoration and captive breeding of the Spanish toothcarp (7). However whilst introductions of captive bred individuals help boost population numbers of this species the threats to the Spanish toothcarp‚??s natural habitat need to be tackled if its future is to be secured (1). ,loss;invasive;pet; ,captive breeding; ,Critically Endangered,['South Africa'],1,3,yes,1
7270200,4230,918,4230,,Eleutherodactylus,Eleutherodactylidae,Terrestrial; Freshwater,Cuba; ,"
    The major threat is habitat destruction due to human settlements and agriculture.

    
  ","['\n    It occurs in Parque Nacional Alejandro de Humboldt, but this area is in need of improved management for biodiversity conservation.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Eleutherodactylus simulans,yes,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islands‚?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>† </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Somalia', 'Kenya']",2,0,yes,0
2111705,6315,266,6315,yellow meranti,Shorea,Dipterocarpaceae,,Malaysia (Sabah); ,,,,"
    Critically Endangered


    A1cd, C2a

    ",1,Shorea kudatensis,yes,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,"['Tunisia', 'Algeria', 'Morocco']",3,0,yes,0
4889643,6088,617,6088,red balau,Shorea,Dipterocarpaceae,Terrestrial,Indonesia (Sumatera); Malaysia (Peninsular Malaysia); ,,,,"
    Critically Endangered


    A1cd

    ",2,Shorea ochrophloia,yes,Shorea roxburghii,meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,,Unrestricted exploitation of <strong>dipterocarps</strong> for their high quality timber has left many species in this family endangered (6).,There are no specific conservation measures in place for <i>Shorea roxburghii</i> but several populations are recorded in forest reserves and there are healthy regenerating populations in the south of India (1). , , ,Endangered,['Indonesia'],1,0,yes,0
2033118,6878,256,6878,,Cycas,Cycadaceae,Terrestrial,Thailand; ,"
    This species is apparently quite restricted in occurrence and under severe pressure from plant collectors and limestone mining operations.

    
  ",['\n    This species is listed on Appendix II of the CITES Appendices.\n\n    \n  '],Decreasing,"
    Critically Endangered


    A2cd; B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)

    ",1,Cycas tansachana,yes,Cycas circinalis,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Cycadaceae,Cycas ,Trunk height: to 7 m (2)Trunk diameter: 12 ‚?? 27 cm (2),While in many areas <i>Cycas circinalis</i> remains abundant in others its habitat has been severely reduced and degraded (2). In addition this cycad is used in numerous ways by the local human population and some of this exploitation is having a negative impact on cycad numbers. <i>Cycas circinalis</i> is heavily harvested for its leaves with young leaves being used as food and medicine by indigenous and local communities and the mature leaves being sold in the floriculture industry (7). The biggest impact on <i>C. circinalis </i>populations however comes from the harvest of pith and male cone for the medicinal plant industry. While much of this harvest is illegal it is very difficult to patrol (7). It is not only the cycad itself that this harvesting may threaten; the harvesting of its seeds for human consumption appears to have little negative impact on <i>Cycas circinalis</i> populations but very heavy seed harvest could have an impact on the bats which reportedly feed on the seeds (7).,Significant populations of <i>Cycas circinalis</i> still exist in a number of national parks and forest reserves (2) which offers this species some protection. To reduce harvesting pressure on populations it has been suggested that people need to be encouraged to use substitutes. For example the floriculture industry could use leaves from cultivated palms that are faster growing. A substitute for the pith and male cone for the medicinal plant industry is not likely and thus in these cases populations need to be increased through cultivation (7). , , ,Endangered,['Australia'],1,0,yes,0
6186034,4419,781,4419,,Bolitoglossa,Plethodontidae,Terrestrial,Costa Rica; Panama; ,"
    The major threat is destruction of natural forests due to expanding agriculture, logging, and human settlements.

    
  ",['\n    It occurs in Parque Internacional La Amistad on the Costa Rica-Panama border.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(iii)

    ",2,Bolitoglossa minutula,yes,Bolitoglossa salvinii,salvins mushroomtongue salamander ,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa ,Snout-vent length: 51 - 68 mm (2) (3)Tail length: c. 51 mm (2),Salvin‚??s mushroomtongue salamander was once relatively common but has undergone a decline as a result of the loss and fragmentation of its forest habitat mainly due to subsistence agriculture and wood extraction (1) (8). Since lungless salamanders need a damp environment to maintain the moist skin on which oxygen uptake depends (4) any alteration in moisture conditions poses a severe threat. Therefore although it still survives in shaded plantations and sugarcane fields any clearance of these to create more open drier habitats would have a negative impact on this species (1). Similarly climate change may also pose a threat and already appears to be causing dramatic declines in other Central American salamanders (12). Although there is not yet any direct evidence that the fungal disease chytridiomycosis has contributed to these declines its role in the decline of many other amphibian species suggests that it may also be a potential threat (12).,No specific conservation measures are currently known to be in place for Salvin‚??s mushroomtongue salamander but the maintenance of shaded habitats has been identified as being important to its long-term survival (1). The species may potentially occur within the Parque Nacional El Imposible in El Salvador although this is not yet confirmed. It is not currently known from any protected areas in Guatemala but a number of protected areas have been proposed within its range and may benefit the species in the future (1). ,loss;fragmentation;environment;disease; ,protected; ,Critically Endangered,['Bermuda'],1,4,yes,0
7689651,4186,971,4186,yellow mottled coqui,Eleutherodactylus,Eleutherodactylidae,Terrestrial,"Virgin Islands, U.S.; ","
    The major threat is habitat loss due to agriculture (involving both crops and livestock) and infrastructure development for tourism and human settlement.

    
  ","['\n    Almost the whole island of St. John is protected as the Virgin Islands National Park, but there is a need for improved habitat protection on St. Thomas and St. Croix.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",1,Eleutherodactylus lentus,yes,Eleutherodactylus wightmanae,wightmans robber frog ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: 2 cm (2),Already restricted in range Wightman‚??s robber frog populations are in a continuing decline estimated to be greater that 50 percent of the population over a ten year period (1). Threats to this species and its habitat include urban pollution land clearing forest burning and deforestation (1) (4).†,Despite not being the target of any known conservation measures Wightman‚??s robber frog is afforded a degree of protection in a number of well-managed protected areas. A major conservation priority for this species is further research into determining the cause of its decline (1). There is also a need for implementing a monitoring programme of populations such that trends and responses to changes in habitat as well as climate change and natural disturbances such as hurricanes can be assessed (8). ,disease;pollution; ,protected; ,Critically Endangered,"['Turkey', 'Greece', 'Mauritania']",3,2,yes,0
4885319,1764,617,1764,yellow meranti,Shorea,Dipterocarpaceae,Terrestrial,Malaysia (Peninsular Malaysia); ,,"['\n    The timber is used as yellow meranti, but its export has been banned.\n\n    \n  ']",,"
    Endangered


    A1c

    ",1,Shorea maxima,yes,Shorea roxburghii,meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,,Unrestricted exploitation of <strong>dipterocarps</strong> for their high quality timber has left many species in this family endangered (6).,There are no specific conservation measures in place for <i>Shorea roxburghii</i> but several populations are recorded in forest reserves and there are healthy regenerating populations in the south of India (1). , , ,Endangered,['Indonesia'],1,0,yes,0
1840302,4022,232,4022,chamula mountain brook frog,Duellmanohyla,Hylidae,Terrestrial; Freshwater,Mexico; ,"
    The main threat is deforestation and the disturbance of cloud forest remnants (at present, mountainous cloud forests are the most impacted habitats in Mexico). Chytridiomycosis may also also pose a  potential threat to this species.

    
  ","['\n    The range of this species does not include any protected areas, and the protection and restoration of forested highland areas of northern Chiapas, Mexico, is needed. Further research is required to determine whether chytrid might pose a threat to this species. It is protected by Mexican law under the ""Special Protection"" category (Pr).\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,Duellmanohyla chamulae,yes,Duellmanohyla uranochroa,costa rica brook frog ,Animalia,Chordata,Amphibia,Anura,Hylidae,Duellmanohyla ,Male length: 3.1 - 3.7 cm (2)Female length: 3.6 - 4 cm (2),Although once common the Costa Rica brook frog has undergone a severe population crash in recent decades (1) (3) and is now one of the most endangered frogs in its range (3). As of 2002 only a remnant population was known from Monteverde in Costa Rica although a second population was subsequently found in Tuis de Turrialba in 2007 (1). This species is also believed to have declined in Panama (1).,There are not known to be any specific conservation measures currently in place for the Costa Rica brook frog (1). However plans are underway to try and <strong>translocate</strong> some tadpoles to new sites to establish populations within a protected reserve near Guayac√°n in Costa Rica (9). Conservation work and biological research are also being undertaken at the Costa Rican Amphibian Research Center (CRARC) which operates two reserves (9). ,loss;disease; ,protected; ,Endangered,"['China', 'Vietnam']",2,2,yes,0
