_id,ltable_id,rtable_id,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_block,rtable_Unnamed: 0,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_tCount,rtable_cCount,rtable_block
26167,6864,13,blyde river cycad,Encephalartos,Zamiaceae,Terrestrial,"South Africa (Limpopo Province - Regionally Extinct, Mpumalanga); ","
    This species has suffered greatly as a result of over-collecting for ornamental purposes. Due to the few number of plants in the wild, reproductive failure is quite possible in the future. Droughts and fires also cause high mortality amongst the seedlings.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. Most of the remaining plants are found within the Blyderivierspoort Nature Reserve.\n\n    \n  '],Decreasing,"
    Critically Endangered


    A2acd; B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)

    ",1,yes,13,Encephalartos arenarius,alexandria cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: 1 - 2 m (2),Although it was once plentiful across its range the Alexandria cycad is now relatively rare in the wild with a population size of just 850 to 1500 mature individuals (1) (2) (7) (8). Although clearance of habitat for farming was the main cause of its decline in the early 20th century in more recent times large numbers of this species have been removed by collectors (7) (8).,There are not known to be any specific conservation measures in place for the Alexandria cycad but it is listed on Appendix I of CITES which permits trade only under exceptional circumstances (3). , ,cites; ,0,1.0,yes
26168,6865,13,wolkberg cycad,Encephalartos,Zamiaceae,Terrestrial,South Africa (Limpopo Province); ,"
    Illegal collection from wild populations has had a drastic effect on the number of plants in the wild. This may prevent reproduction from taking place.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. This species possibly occurs in the Legalameetse Nature Reserve.\n\n    \n  '],Decreasing,"
    Critically Endangered


    A2d; C1

    ",1,yes,13,Encephalartos arenarius,alexandria cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: 1 - 2 m (2),Although it was once plentiful across its range the Alexandria cycad is now relatively rare in the wild with a population size of just 850 to 1500 mature individuals (1) (2) (7) (8). Although clearance of habitat for farming was the main cause of its decline in the early 20th century in more recent times large numbers of this species have been removed by collectors (7) (8).,There are not known to be any specific conservation measures in place for the Alexandria cycad but it is listed on Appendix I of CITES which permits trade only under exceptional circumstances (3). , ,cites; ,0,1.0,yes
26169,6866,13,"lillie cycad, lowveld cycad",Encephalartos,Zamiaceae,Terrestrial,South Africa (Limpopo Province); ,"
    Reproductive failure may occur if more mature individuals are removed from the population.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. The low granite hill falls within the Lillie Flora Reserve. This reserve in turn falls within the boundaries of the privately owned Selati Game Reserve.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(v)+2ab(v)

    ",1,yes,13,Encephalartos arenarius,alexandria cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: 1 - 2 m (2),Although it was once plentiful across its range the Alexandria cycad is now relatively rare in the wild with a population size of just 850 to 1500 mature individuals (1) (2) (7) (8). Although clearance of habitat for farming was the main cause of its decline in the early 20th century in more recent times large numbers of this species have been removed by collectors (7) (8).,There are not known to be any specific conservation measures in place for the Alexandria cycad but it is listed on Appendix I of CITES which permits trade only under exceptional circumstances (3). , ,cites; ,0,1.0,yes
26170,6868,13,"heenan's cycad, woolly cycad",Encephalartos,Zamiaceae,Terrestrial,South Africa (Mpumalanga); Swaziland; ,"
    This species is threatened due to over-collecting for ornamental purposes and the few remaining plants could suffer from reproductive failure. Furthermore, habitat destruction as a result of the planting of pine plantations has also affected these plants because fire is prevented in this area and the plants are possibly adapted to a fire cycle.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. Populations are protected in the Somgimvelo Nature Reserve and in the Malolotja Nature Reserve.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(ii,iv,v)+2ab(ii,iv,v)

    ",2,yes,13,Encephalartos arenarius,alexandria cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: 1 - 2 m (2),Although it was once plentiful across its range the Alexandria cycad is now relatively rare in the wild with a population size of just 850 to 1500 mature individuals (1) (2) (7) (8). Although clearance of habitat for farming was the main cause of its decline in the early 20th century in more recent times large numbers of this species have been removed by collectors (7) (8).,There are not known to be any specific conservation measures in place for the Alexandria cycad but it is listed on Appendix I of CITES which permits trade only under exceptional circumstances (3). , ,cites; ,0,1.0,yes
26171,6869,13,venda cycad,Encephalartos,Zamiaceae,Terrestrial,South Africa (Limpopo Province); ,"
    This species is threatened due to over-collecting for ornamental purposes.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. Plants occur (or occurred) in the Makuya National Park which forms part of the Kruger National Park.\n\n    \n  '],Decreasing,"
    Critically Endangered

      (Possibly Extinct)

    A4acd; B2ab(iii,iv,v); C1

    ",1,yes,13,Encephalartos arenarius,alexandria cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: 1 - 2 m (2),Although it was once plentiful across its range the Alexandria cycad is now relatively rare in the wild with a population size of just 850 to 1500 mature individuals (1) (2) (7) (8). Although clearance of habitat for farming was the main cause of its decline in the early 20th century in more recent times large numbers of this species have been removed by collectors (7) (8).,There are not known to be any specific conservation measures in place for the Alexandria cycad but it is listed on Appendix I of CITES which permits trade only under exceptional circumstances (3). , ,cites; ,0,1.0,yes
26172,6870,13,lydenburg cycad,Encephalartos,Zamiaceae,Terrestrial,South Africa (Limpopo Province); ,"
    This species has suffered much from the activities of collectors and in addition, large troops of baboons damage immature cones and this could explain the absence of seedlings.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices.\n\n    \n  '],Decreasing,"
    Critically Endangered

      (Possibly Extinct)

    A2acd; B2ab(i,ii,iv,v); C1+2a(i)

    ",1,yes,13,Encephalartos arenarius,alexandria cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: 1 - 2 m (2),Although it was once plentiful across its range the Alexandria cycad is now relatively rare in the wild with a population size of just 850 to 1500 mature individuals (1) (2) (7) (8). Although clearance of habitat for farming was the main cause of its decline in the early 20th century in more recent times large numbers of this species have been removed by collectors (7) (8).,There are not known to be any specific conservation measures in place for the Alexandria cycad but it is listed on Appendix I of CITES which permits trade only under exceptional circumstances (3). , ,cites; ,0,1.0,yes
26173,6871,13,munch's cycad,Encephalartos,Zamiaceae,Terrestrial,Mozambique; ,"
    This species has been affected by over-collecting for ornamental purposes. Reproductive failure may also be a problem as there are not many plants left in the wild.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(ii,iv,v)+2ab(ii,iv,v); C2a(ii)

    ",1,yes,13,Encephalartos arenarius,alexandria cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: 1 - 2 m (2),Although it was once plentiful across its range the Alexandria cycad is now relatively rare in the wild with a population size of just 850 to 1500 mature individuals (1) (2) (7) (8). Although clearance of habitat for farming was the main cause of its decline in the early 20th century in more recent times large numbers of this species have been removed by collectors (7) (8).,There are not known to be any specific conservation measures in place for the Alexandria cycad but it is listed on Appendix I of CITES which permits trade only under exceptional circumstances (3). , ,cites; ,0,1.0,yes
26174,6872,13,toothed-cone cycad,Encephalartos,Zamiaceae,Terrestrial,Mozambique; ,"
    This species has been severely affected by over-collecting for ornamental purposes. The small range and low numbers of this species means it could be affected by reproductive failure.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(ii,iv,v)+2ab(ii,iv,v); C1+2a(ii)

    ",1,yes,13,Encephalartos arenarius,alexandria cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: 1 - 2 m (2),Although it was once plentiful across its range the Alexandria cycad is now relatively rare in the wild with a population size of just 850 to 1500 mature individuals (1) (2) (7) (8). Although clearance of habitat for farming was the main cause of its decline in the early 20th century in more recent times large numbers of this species have been removed by collectors (7) (8).,There are not known to be any specific conservation measures in place for the Alexandria cycad but it is listed on Appendix I of CITES which permits trade only under exceptional circumstances (3). , ,cites; ,0,1.0,yes
26175,6873,13,sclavo's cycad,Encephalartos,Zamiaceae,Terrestrial,"Tanzania, United Republic of; ","
    The seeds are harvested for medicinal purposes by traditional healers and there is also collecting by cycad poachers. The area is in a prime forestry and agricultural area, so the habitat is already and is likely to continue being impacted. The area, because of its elevation has a mild climate and is considered an ideal place to live. So increases in human settlement and further changes in land use are likely. Natural and man made fires destroy seed and seedlings.

    
  ","['\n    Occurs in the Shume Magamba Forest Reserve.', <br/>, <br/>, 'Listed in CITES Appendix I.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B1ab(iii,v)+2ab(iii,v); D

    ",1,yes,13,Encephalartos arenarius,alexandria cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: 1 - 2 m (2),Although it was once plentiful across its range the Alexandria cycad is now relatively rare in the wild with a population size of just 850 to 1500 mature individuals (1) (2) (7) (8). Although clearance of habitat for farming was the main cause of its decline in the early 20th century in more recent times large numbers of this species have been removed by collectors (7) (8).,There are not known to be any specific conservation measures in place for the Alexandria cycad but it is listed on Appendix I of CITES which permits trade only under exceptional circumstances (3). , ,cites; ,0,1.0,yes
39829,339,21,blind swamp eel,Ophisternon,Synbranchidae,,Mexico; ,,,,"
    Endangered


    A1ac+2c, B1+2c

    ",1,yes,21,Ophisternon infernale,anguila ciega ,Animalia,Chordata,Actinopterygii,Synbranchiformes,Synbranchidae,Ophisternon ,Length: up to at least 32.5 cm (2),The main threats to this species are various forms of water pollution caused by humans. In rural areas sewage is rarely treated before being discarded and industrial and domestic waste is sometimes disposed of in caves. Another threat comes from over-harvesting of freshwater which may lead to <strong>saline waters</strong> creeping into the normally freshwater zone. The human population of the Yucatan peninsula is growing so a greater and greater strain on water resources can be expected in the future. Another potential threat is the modification and/or the intensive use of this fishâ??s habitat by humans for recreational or tourism purposes (2).,There are currently no conservation measures targeting the Anguila ciega. ,pollution; , ,1,0.0,yes
41720,339,22,blind swamp eel,Ophisternon,Synbranchidae,,Mexico; ,,,,"
    Endangered


    A1ac+2c, B1+2c

    ",1,yes,22,Ophisternon infernale,anguila ciega ,Animalia,Chordata,Actinopterygii,Synbranchiformes,Synbranchidae,Ophisternon ,Length: up to at least 32.5 cm (2),The main threats to this species are various forms of water pollution caused by humans. In rural areas sewage is rarely treated before being discarded and industrial and domestic waste is sometimes disposed of in caves. Another threat comes from over-harvesting of freshwater which may lead to <strong>saline waters</strong> creeping into the normally freshwater zone. The human population of the Yucatan peninsula is growing so a greater and greater strain on water resources can be expected in the future. Another potential threat is the modification and/or the intensive use of this fishâ??s habitat by humans for recreational or tourism purposes (2).,There are currently no conservation measures targeting the Anguila ciega. ,pollution; , ,1,0.0,yes
43708,661,23,decary's leaf chameleon,Brookesia,Chamaeleonidae,Terrestrial,Madagascar; ,"
    The major threats to the species include bush fires, cattle grazing, and deforestation for charcoal collection (Ramanamanjato and Rabibisoa 2002). Fire is widespread within the park boundary (R. Jenkins pers. comm. June 2011).

    
  ","['\n', <p>This species is protected under Malagasy law but collection from the wild is permitted with authorization.Ì_å_Collection from within Parc National d'Ankarafantsika is prohibited. The species' distribution within Ankarafantsika is uncertain, and more information is needed to establish this species' extent of occurrence, area of occupancy and population status. The reserve itself should be managed to limit the encroachment of human activities that may threaten this chameleon.<br/></p>, '\n']",Decreasing,"
    Endangered


    B1ab(iii)

    ",1,yes,23,Brookesia perarmata,antsingy leaf chameleon ,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia ,Length: up to 11cm (2),Chameleons are favoured as pets across the world due to their fascinating appearance and behaviour. Collection and trade has therefore taken its toll on many chameleon species but international trade in this species is now prohibited (9). However habitat degradation remains a threat even though the species is found within a national park. As this species depends on the presence of leaf litter for food shelter and laying its eggs and also on low shrubs and seedlings for roosting at night its survival is dependent on maintaining the existing vegetation structure within the Tsingy forests (5) (10).,The Antsingy leaf chameleon is listed on Appendix I of the Convention on International Trade of Endangered Species (CITES) and as such international trade of this species is illegal (3). Its survival is not immediately threatened in the wild although it is still justifiably a conservation priority because of its limited range and the continued degradation of its favoured habitats within the national park (1) (2) (10). ,pet; ,cites; ,1,1.0,yes
55877,4575,29,aran rock lizard,Iberolacerta,Lacertidae,Terrestrial,France; Spain; ,"
    This species is possibly threatened by overgrazing of habitat by cattle, collection of specimens, and is inferred to be threatened by future habitat loss through the development of ski resorts, lodges and hotels, the construction of roads and tracks, and the use of all-terrain vehicles. It is additionally threatened by the possible development of hydroelectric projects and mining. It is also possible that this species will be significantly impacted by climate change.

    
  ","['\n    This species is listed on Appendix III of the Bern Convention. It does not occur in any protected areas. A recovery plan is in place in CataluåÕå±a for ', <em>I. aranica</em>, '.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)

    ",2,yes,29,Iberolacerta aranica,aran rock lizard ,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Iberolacerta ,Snout-vent length: up to 6 cm (2),The rocky alpine habitat of the Aran rock lizard is currently threatened by overgrazing by cattle and may face further pressure in the future from the development of ski resorts and the associated building of roads and tracks (1). The IUCN who assessed the conservation status of this lizard also state the possible development of hydroelectric projects and mining as a future threat to this species (1). The low reproductive potential of the Aran rock lizard and its restricted distribution only act to enhance the devastating effects that such threats may have on the population (3).,The Aran rock lizard is listed on Appendix III of the Bern Convention a convention which aims to conserve wild flora and fauna and their natural habitats and to promote European co-operation in that field (4). Wild animal species on Appendix III are protected but can be exploited if regulated in accordance with the convention (4). It is yet to be seen whether this level of protection is sufficient to ensure the survival of this Endangered reptile. , ,protected; ,0,1.0,yes
55878,4576,29,aurelio's rock lizard,Iberolacerta,Lacertidae,Terrestrial,Andorra; France; Spain; ,"
    This species is possibly threatened by overgrazing of habitat by cattle, collection of specimens, and is inferred to be threatened by future habitat loss through the development of ski resorts, lodges and hotels, the construction of roads and tracks, and the use of all terrain vehicles. It is additionally threatened by the possible development of hydroelectric projects and mining. It is possible that this species will be significantly impacted by climate change.

    
  ",['\n    This species is listed on Appendix III of the Bern Convention. It does not occur in any protected areas.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",3,yes,29,Iberolacerta aranica,aran rock lizard ,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Iberolacerta ,Snout-vent length: up to 6 cm (2),The rocky alpine habitat of the Aran rock lizard is currently threatened by overgrazing by cattle and may face further pressure in the future from the development of ski resorts and the associated building of roads and tracks (1). The IUCN who assessed the conservation status of this lizard also state the possible development of hydroelectric projects and mining as a future threat to this species (1). The low reproductive potential of the Aran rock lizard and its restricted distribution only act to enhance the devastating effects that such threats may have on the population (3).,The Aran rock lizard is listed on Appendix III of the Bern Convention a convention which aims to conserve wild flora and fauna and their natural habitats and to promote European co-operation in that field (4). Wild animal species on Appendix III are protected but can be exploited if regulated in accordance with the convention (4). It is yet to be seen whether this level of protection is sufficient to ensure the survival of this Endangered reptile. , ,protected; ,0,1.0,yes
