_id,ltable_id,rtable_id,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_status,rtable_countries,rtable_country_count,rtable_tCount,_id.1,ltable_id.1,rtable_id.1,name_name_jac_qgm_3_qgm_3,name_name_jac_dlm_dc0_dlm_dc0,countries_countries_jac_qgm_3_qgm_3,countries_countries_cos_dlm_dc0_dlm_dc0,countries_countries_jac_dlm_dc0_dlm_dc0,countries_countries_mel,countries_countries_lev_dist,countries_countries_lev_sim,countries_countries_nmw,countries_countries_sw,country_count_country_count_exm,country_count_country_count_anm,country_count_country_count_lev_dist,country_count_country_count_lev_sim,status_match,country_overlap,country_count_sim,label
5044743,2888,637,"falcate yellowwood, henkels yellowwood",Podocarpus,Podocarpaceae,Terrestrial,"Malawi; South Africa (Eastern Cape Province, KwaZulu-Natal); Tanzania, United Republic of; Zimbabwe; ","
    Unsustainable logging poses the major threat to this species, especially in Tanzania. Deforestation is also an issue in parts of its range, especially where it occurs in montane rainforest.

    
  ",['\n    In South Africa this species occurs in a few small protected areas; in Malawi it occurs in Mount  Mulanje National   Park. It is a protected species in South Africa.\n\n    \n  '],Decreasing,Endangered,4,Podocarpus henkelii,Podocarpus nakaii,nakai podocarp ,Plantae,Tracheophyta,Coniferopsida,Coniferales,Podocarpaceae,Podocarpus ,Height: up to 18 m (2) (3)Trunk diameter: up to 1.8 m (2) (3),Little information is available on the threats faced by <em>Podocarpus nakaii</em>. However its populations are small and isolated and are likely to be threatened by increasing human settlement agriculture and forest management activitiesÂ (1).,There are no specific conservation measures currently known to be in place for <em>Podocarpus nakaii</em>. More information will be needed on this Endangered conifer and the threats it faces before appropriate conservation action can be taken to protect it. , , ,Endangered,[],0,0,5044743,2888,637,0.0,0.0,0.0,0.0,0.0,0.0,101,0.0,-99.0,0.0,0,0.0,1.0,0.0,1,0.0,0,0
7273432,7462,918,la visite robber frog,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Haiti; ,"
    The primary threat to the species is severe habitat destruction, due to charcoaling and slash-and-burn agriculture.

    
  ","['\n    The known range of the species is just outside Parc National Morne La Visite, although there is no management of this area for conservation, and the habitat within the park is being destroyed. This is clearly a species requiring urgent site-based conservation action specifically to conserve the remaining habitat in the area. Survey work is also needed to determine the current population status of this species.\n\n    \n  ']",Decreasing,Critically Endangered,1,Eleutherodactylus glanduliferoides,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islandsÃ¢?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>Â  </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Somalia', 'Kenya']",2,0,7273432,7462,918,0.0,0.0,0.0,0.0,0.0,0.5261904761904762,17,0.15000000000000002,-10.0,2.0,0,0.5,1.0,0.0,1,0.0,1,0
2111721,6331,266,,Shorea,Dipterocarpaceae,Terrestrial,Malaysia (Sarawak); ,"
    Threatened by the decline and degradation of its habitat.

    
  ",,,Critically Endangered,1,Shorea subcylindrica,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,"['Tunisia', 'Algeria', 'Morocco']",3,0,2111721,6331,266,,,0.019230769230769232,0.0,0.0,0.4016414141414142,27,0.1818181818181817,-7.0,3.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
4086917,2777,516,"bornean agile gibbon, bornean whitebearded gibbon",Hylobates,Hylobatidae,Terrestrial,Indonesia (Kalimantan); ,"
    This species was certainly affected by fires of 1990s and continuing deforestation (legal and illegal logging, draining of peat swamps, expanding oil palm plantations, etc), but no recent surveys are available on population trends. A large part of the species range is in peat swamp - an extremely threatened ecosystem. From 2003-2004, Nijman (2005) observed 79 individuals in markets in Kalimantan. It is also hunted for human consumption.

    
  ","['\n    Bornean white-bearded gibbons are protected throughout their range by Indonesian law and are listed on CITES, Appendix I. They are found in a number of protected areas, including Bukit Baka - Bukit Raya National Park, Ganung Palung National Park, and Tanjung Puting National Park.\n\n    \n  ']",Decreasing,Endangered,1,Hylobates albibarbis,Hylobates moloch,javan gibbon ,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates ,5.9 kg (4),TheÂ Javan gibbon has undergone a dramatic population decline principally as a result of habitat destruction (6) and also from the trapping of juveniles for the pet trade (2). The native forests of Java have been cleared for logging agriculture and development and the species has declined to fewer than 1000 individuals over the last 25 years (4). This gibbon appears to be on the very brink of extinction with only a handful of isolated viable populations remaining (6).,In light of the status of this species in the wild a Javan gibbon rescue and rehabilitation workshop was conducted in 1997 hosted by Conservation International and the University of Indonesia (2). It was agreed that a rescue and rehabilitation centre was needed and education programmes were proposed (5). Currently the only viable protected population is found within the Gunung Halimun National Park; if this attractive primate is to survive it is vital that protection both within the park and in other areas is increased (6). ,pet; ,protected; ,Endangered,"['Venezuela', 'Puerto Rico', 'United States', 'Guyana']",4,1,4086917,2777,516,0.12244897959183673,0.16666666666666666,0.0,0.0,0.0,0.4199494949494949,46,0.1636363636363637,-22.0,4.0,0,0.25,1.0,0.0,1,0.0,0,0
4410714,2059,557,,Shorea,Dipterocarpaceae,Terrestrial,Malaysia (Sarawak); ,,"[""\n    It is afforded  protection by Sarawak's  Wildlife Protection Bill (1990).\n\n    \n  ""]",,Endangered,1,Shorea splendida,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,Endangered,['India'],1,0,4410714,2059,557,,,0.0,0.0,0.0,0.2740740740740741,18,0.09999999999999998,-9.0,2.0,1,1.0,0.0,1.0,1,0.0,1,0
4988115,1665,630,,Araucaria,Araucariaceae,Terrestrial,New Caledonia; ,"
    None of the populations are protected and in places, e.g., in Plum they are seriously threatened by fire and erosion. Mining and the increasing settlement in other locations are also concerns.

    
  ",,Decreasing,Endangered,1,Araucaria luxurians,Araucaria araucana,monkey puzzle ,Plantae,Tracheophyta,Coniferopsida,Coniferales,Araucariaceae,Araucaria ,Diameter: 1 Ã¢?? 1.5 m (2)Height: 30 Ã¢?? 40 m (2),The tall trunks of the monkey puzzle have been used in construction over the centuries; the wood is very resistant and has been used in buildings shipping and furniture (7). In the building industry it is often sold as Ã¢??Parana pineÃ¢?? (5). In addition populations have declined as a result of habitat destruction and unsustainable levels of fire. During 2000 and 2001 thousands of hectares were destroyed by fire in southern Chile (7).,The monkey puzzle was declared a National Monument in Chile in 1976 a status that prohibits logging (4). The species is also protected in Argentina although logging pressure continues outside of National Parks (4). Conservation recommendations include the development of new protected areas in the coastal mountain range and the mapping of existing populations (7). The Global Trees Campaign is planning restoration activities for the monkey puzzle in areas of its former range (7). , ,protected; ,Endangered,"['Malawi', 'Mozambique']",2,0,4988115,1665,630,,,0.0,0.0,0.0,0.4432539682539681,21,0.125,-6.0,2.0,0,0.5,1.0,0.0,1,0.0,1,0
6273233,4553,792,,Barbus,Cyprinidae,Freshwater,"Burundi; Rwanda; Tanzania, United Republic of; ","
    Water turbidity due to erosion of river basins. Over-fishing.

    
  ",['\n    No information available.\n\n    \n  '],Decreasing,Endangered,3,Barbus acuticeps,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfinÃ¢??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfinÃ¢??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,Critically Endangered,['China'],1,1,6273233,4553,792,,,0.0,0.0,0.0,0.3546099290780142,44,0.06382978723404252,-35.0,1.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
7278060,4175,919,,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Cuba; ,"
    The major threat is habitat loss, due to agriculture, woodcutting, disturbance from tourists, and infrastructure development for human settlement.

    
  ","['\n    It occurs in Parque Nacional Turquino and Parque Nacional La Bayamesa, but there is no management of these areas for conservation, and the habitat continues to be destroyed even within the park boundaries. Improved and strengthened management of these existing protected areas is necessary.\n\n    \n  ']",Unknown,Endangered,1,Eleutherodactylus intermedius,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islandsÃ¢?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>Â  </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Dominican Republic', 'Haiti']",2,0,7278060,4175,919,,,0.0,0.0,0.0,0.4318996415770609,28,0.09677419354838712,-22.0,2.0,0,0.5,1.0,0.0,0,0.0,1,0
7816919,4814,987,coldwater darter,Etheostoma,Percidae,Freshwater,United States; ,"
    Several populations have doubtless been eliminated by habitat alterations (Etnier and Starnes 1993). Spring habitats are rapidly being altered through use of chemicals to eliminate native plants and animals so that the springs can be used for ""home water gardens,"" fishing ponds (with introduced fishes), and drinking water sources (Boschung and Mayden 2004). Stream habitats have been degraded by groundwater depletion (loss of spring influence) and massive siltation and pollution associated with urbanization (e.g., Birmingham, Alabama) (Boschung and Mayden 2004). Large concrete structures pose a barrier to dispersal (B. R. Kuhajda pers. comm. 1998), as do impoundments. Warm summer-month temperatures in surrounding spring waters are also thought to preclude dispersal (B. R. Kuhajda pers. comm. 1998). This species is of conservation concern in all three states in which it occurs.

    
  ","['\n    There are no known species-specific conservation measures in place for ', <em>Etheostoma ditrema</em>, ', however, it was previously assessed as Vulnerable (criterion D2) on the 1996 IUCN Red List version 2.3.', <br/>, <br/>, 'Further research is needed to clarify the taxonomic status of this species. Conservation measures need to be taken to protect key recharge sources for springs in which this species occurs, with additional efforts to alleviate pollution and other pressures on this species habitat. Monitoring of the population numbers and habitat status of this species is needed.\n\n    \n  ']",Decreasing,Endangered,1,Etheostoma ditrema,Etheostoma moorei,yellowcheek darter ,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Etheostoma ,Length: c. 5 cm (2)Maximum length: 6.4 cm (3),Although once abundant the yellowcheek darter population has undergone a rapid decline decreasing by 75 to 90 percent since the 1960s (3) (6). The principle agent behind this decline was the creation of Greers Ferry Lake in 1962 which resulted in the inundation of downstream tributaries creating deep pools with increased sedimentation and lower oxygen levels in the water. As an inhabitant of shallow fast-moving streams the yellowcheek darter was displaced from much of its former range moving upstream to less suitable areas of habitat. The speciesÃ¢?? migratory behaviour was also disrupted while the loss of downstream refugia made the species more vulnerable to droughts resulting in the loss of many populations (7). Other threats such as the channelization of streams for agriculture and human consumption have isolated some populations and a loss of <strong>genetic diversity</strong> has been observed due to <strong>inbreeding</strong> (3) (8).,Having suffered such a severe decline the yellowcheek darter is in drastic need of major conservation measures. Indeed the species has been proposed for Threatened Status under the U.S Endangered Species Act (9). An agreement has also been made between several conservation organisations and landowners to mitigate threats to the species protect bordering terrestrial habitats; and explore potential reintroduction programmes (3). In conjunction with this several mature adults were taken from the wild in 2002 to start a captive breeding programme with the first individuals bred in 2003 and further successes in 2006 (10).Â  ,loss; ,captive breeding;endangered species act; ,Critically Endangered,['India'],1,1,7816919,4814,987,0.1875,0.3333333333333333,0.0,0.0,0.0,0.487037037037037,13,0.1333333333333333,-4.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
8966642,6862,1132,ngotshe cycad,Encephalartos,Zamiaceae,Terrestrial,South Africa (KwaZulu-Natal); ,"
    This species' occurrence at a single site means the plants are vulnerable to environmental perturbations. Collecting has been a problem in the past although the bulk of the plants now occur within a private nature reserve. Collecting, however, still remains an issue.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. A large part of the population occurs within a private nature reserve. However the reserve is not secure against poachers and the owner believes that plants are still disappearing.\n\n    \n  '],Decreasing,Critically Endangered,1,Encephalartos aemulans,Encephalartos inopinus,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Height: up to 3 m (2),Over the past few decades many South African cycads have become increasingly scarce in the wild with many species now facing the very real threat of extinction. Various factors account for their decline but the main threats include illegal harvesting for horticulture food and medicine habitat loss and the spread of alien vegetation (10). Owing to its distinctive appearance <i>E. inopinus</i> has suffered greatly from the activities of collectors with the remaining plants now scattered sparsely over its restricted range (2) (6).,There are not known to be any specific conservation measures in place for this Critically Endangered species but like all South African cycads <i>E. inopinus</i> is partially protected by its listing on Appendix I of CITES which permits trade only under exceptional circumstances (3). ,loss; ,cites;protected; ,Critically Endangered,"['Australia', 'South Africa', 'Brazil']",3,1,8966642,6862,1132,0.15,0.5,0.16666666666666666,0.0,0.0,0.5794871794871795,31,0.2051282051282052,-4.0,13.0,0,0.33333333333333337,1.0,0.0,1,1.0,0,0
1695306,1496,214,coachella valley fringetoed lizard,Uma,Phrynosomatidae,Terrestrial,United States (California); ,"
    Its small historical range is now much reduced due to agricultural and urban development; its habitat has been degraded by stabilization of dunes by planted windbreaks; at least 80 to 90% of the habitat has been lost. The remaining habitat is fragmented by roads and railroad cuts. Research during the 1990s found that sand migration due to winds may affect long-term survival of this species at two of the sections of the Coachella Valley Preserve; the dunes may be moving out of the conservation areas. Conservation of these crucial blow-sand sources is being addressed in the new Coachella Valley Multispecies Habitat Conservation Plan and the development of a Conceptual Area Protection Plan. The result will be purchase of additional sand sources and sand transport corridors to ensure an adequate supply for the lizard. [from California Department of Fish and Game]

    
  ","[""\n    The 3,709 acre Coachella Valley National Wildlife Refuge was established by the US Fish and Wildlife Service in 1985 to protect the lizard. The Coachella Valley Preserve, cooperatively managed by The Nature Conservancy, Bureau of Land Management, California Department of Parks and Recreation, California Department of Fish and Game, US Fish and Wildlife Service and the Center for Natural Lands Management, encompasses an additional 16,405 acres of Fringe-toed Lizard habitat adjacent to the Refuge (Coachella Valley National Wildlife Refuge website). The preserve encompasses three disjunct sites (Thousand Palms, Willow Hole, and Whitewater River), each with a discrete source of windblown sand. Collectively, the protected sites encompass a very small percentage of the lizards' original range. Few lizards now exist outside these protected areas.\n\n    \n  ""]",Decreasing,Endangered,1,Uma inornata,Uma inornata,coachella valley fringetoed lizard ,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma ,Snout-vent length: up to 11.5 cm (2),This Endangered reptile has been greatly affected by the loss of its very specific habitat.  Human development and the invasion of exotic plant species have taken their toll on at least 80 percent of suitable habitat in the Coachella Valley and the remaining portion has been fragmented by roads and railways (3) (4).  Buildings and invasive plant species both stabilise the once free-moving sands preventing the continual replenishment of loose sand on which the lizard relies (3).,The Coachella Valley fringe-toed lizard is listed as threatened in the United States under the Endangered Species Act and as an endangered species by the State of California (3).  In addition to this legislation some of this lizardÃ¢??s habitat receives much-needed protection.  In 1985 the Coachella Valley National Wildlife Refuge was established to protect the fringe-toed lizard (3) followed by the creation of the Coachella Valley Preserve which encompasses an additional area of lizard habitat adjacent to the Wildlife Refuge (6).  Few lizards now exist outside of these protected areas (1) and thus the continued existence of this refuge and preserve are essential for the survival of this rare and unique reptile. ,loss;invasive; ,protected;endangered species act; ,Endangered,"['Iraq', 'Syria', 'Iran', 'Turkey']",4,2,1695306,1496,214,0.8717948717948718,1.0,0.0,0.0,0.0,0.4476190476190476,31,0.11428571428571432,-3.0,3.0,0,0.25,1.0,0.0,1,0.0,0,1
4889508,5953,617,,Shorea,Dipterocarpaceae,Terrestrial,Sri Lanka; ,"
    Trees have been selectively logged in Sinharaja Biosphere Reserve.

    
  ",,,Critically Endangered,1,Shorea megistophylla,Shorea roxburghii,meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,,Unrestricted exploitation of <strong>dipterocarps</strong> for their high quality timber has left many species in this family endangered (6).,There are no specific conservation measures in place for <i>Shorea roxburghii</i> but several populations are recorded in forest reserves and there are healthy regenerating populations in the south of India (1). , , ,Endangered,['Indonesia'],1,0,4889508,5953,617,,,0.0,0.0,0.0,0.27855477855477856,11,0.15384615384615385,0.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
2111346,5956,266,,Shorea,Dipterocarpaceae,Terrestrial,Sri Lanka; ,,,,Critically Endangered,1,Shorea zeylanica,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,"['Tunisia', 'Algeria', 'Morocco']",3,0,2111346,5956,266,,,0.0,0.0,0.0,0.4924242424242424,29,0.12121212121212124,-18.0,2.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
7270121,4151,918,,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Cuba; ,"
    The major threat to this species is habitat loss due to agricultural expansion, the development of tourism infrastructure, and the disturbance of the habitat from tourist activities.

    
  ","['\n    It is known from a few protected areas, although these areas do not provide sufficient protection for the species, and there is a need to provide more adequate protection of the remaining forest habitat.\n\n    \n  ']",Decreasing,Endangered,1,Eleutherodactylus emiliae,Eleutherodactylus schwartzi,virgin islands coqui ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: up to 34 mm (2),Currently almost a quarter of all amphibian species on the British Virgin Islands are categorised as endangered indicating that the islandsÃ¢?? unique fauna is facing a wealth of threats. Habitat degradation and conversion to developments for tourism human settlements and road construction are particularly severe problems while predation from introduced mammals such as rats and mongoose also threatens many native species (6). As a result of these threats the range of the Virgin Islands coqui has become highly fragmented and there is an ongoing decline in the quality of its habitat. The small distinct population on Great Dog is particularly vulnerable. The Virgin Islands coqui also appears to be declining with the spread of the predatory Cuban tree frog (<em>Osteopilus septentrionalis</em>) (1).<em>Â  </em>,A number of conservation recommendations have been made to protect the native fauna of the British Virgin Islands including the creation of protected areas and minimising the impacts of development through the better enforcement of protective legislation. Increased monitoring efforts for amphibian populations may also be required given the potential for deadly diseases such as the fungus chytridiomycosis to break out on the island especially as disease has been associated with dramatic amphibian declines on nearby islands (6). Additional study and protection of the Virgin Islands coqui population on Great Dog is a conservation priority for the species while there is also a need to afford its habitat on Tortola and Virgin Gorda increased protection and control invasive predators (1) (6). , ,protected; ,Critically Endangered,"['Somalia', 'Kenya']",2,0,7270121,4151,918,,,0.0,0.0,0.0,0.4777777777777778,18,0.09999999999999998,-12.0,1.0,0,0.5,1.0,0.0,0,0.0,1,0
4889667,6112,617,,Shorea,Dipterocarpaceae,Terrestrial,"Brunei Darussalam; Malaysia (Sabah, Sarawak); ","
    The main source of balau timber for Sabah. Logging poses a severe threat because the trees are unable to reach reproductive maturity between cutting cycles.

    
  ",['\n    The species is known to occur in some primary forest reserves.\n\n    \n  '],,Critically Endangered,2,Shorea superba,Shorea roxburghii,meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,,Unrestricted exploitation of <strong>dipterocarps</strong> for their high quality timber has left many species in this family endangered (6).,There are no specific conservation measures in place for <i>Shorea roxburghii</i> but several populations are recorded in forest reserves and there are healthy regenerating populations in the south of India (1). , , ,Endangered,['Indonesia'],1,0,4889667,6112,617,,,0.016393442622950817,0.0,0.0,0.3977703455964325,42,0.08695652173913049,-29.0,3.0,0,0.5,1.0,0.0,0,0.0,1,0
4885638,2083,617,,Shorea,Dipterocarpaceae,,"Brunei Darussalam; Indonesia (Kalimantan); Malaysia (Sabah, Sarawak); ",,['\n    Subpopulations of this species occur in some primary forest reserves.\n\n    \n  '],,Endangered,3,Shorea obscura,Shorea roxburghii,meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,,Unrestricted exploitation of <strong>dipterocarps</strong> for their high quality timber has left many species in this family endangered (6).,There are no specific conservation measures in place for <i>Shorea roxburghii</i> but several populations are recorded in forest reserves and there are healthy regenerating populations in the south of India (1). , , ,Endangered,['Indonesia'],1,0,4885638,2083,617,,,0.09333333333333334,0.0,0.0,0.4402930402930403,61,0.12857142857142856,-48.0,9.0,0,0.33333333333333337,1.0,0.0,1,1.0,0,0
2103791,6316,265,,Shorea,Dipterocarpaceae,Terrestrial,Brunei Darussalam; Malaysia (Sarawak); ,"
    This tree is directly threatened by logging. Its slow growth and maturation rate make it particularly vulnerable to continual cutting.

    
  ",['\n    Some populations are found in forest reserves.\n\n    \n  '],,Critically Endangered,2,Shorea ladiana,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,['Seychelles'],1,0,2103791,6316,265,,,0.0,0.0,0.0,0.3794261294261294,35,0.10256410256410252,-21.0,2.0,0,0.5,1.0,0.0,0,0.0,1,0
2725942,3182,344,,Bulimulus,Orthalicidae,Terrestrial,Ecuador (GalÃÂ¡pagos); ,"
    Habitat destruction or alteration by human activities and introduced species.

    
  ",,Unknown,Endangered,1,Bulimulus perspectivus,Bulimulus nux,galapagos land snail ,Animalia,Mollusca,Gastropoda,Stylommatophora,Bulimulidae,Bulimulus ,,Since their colonisation the Galapagos Islands have experienced a dramatic decline of suitable habitat for land snails as farming road and house construction and eventually tourism grew (1) (2) (3). Both San CristÃÂ³bal and Floreana have been badly affected and each now has more than five bulimulid species categorized as Critically Endangered or Endangered on the IUCN Red List as well as several previously recorded species that are now extinct (3). Grazing livestock (goats pigs) and invasive alien plants have also altered the snailÃ¢??s habitat (3) and occasionally the islands have suffered from uncontrolled fires destroying habitat and snails alike (2). Additionally introduced predators such as black rats (<i>Rattus rattus</i>) and little fire ants (<i>Wasmania auropunctata</i>) have had a direct impact on land snail populations by feeding on them and destroying their eggs (2). Established populations of the invasive little fire ant are known to exist on San CristÃÂ³bal and Floreana (1).,There are currently no conservation measures targeting this species. ,invasive; , ,Endangered,['Madagascar'],1,1,2725942,3182,344,,,0.0,0.0,0.0,0.4991883116883116,18,0.1818181818181817,-4.0,3.0,1,1.0,0.0,1.0,1,0.0,1,0
